,name,team,position,height_in,weight_lb,age,years_played
785,Eric_Stults,LA,Relief_Pitcher,72,215.0,27.23,11
786,Chin-Hui_Tsao,LA,Relief_Pitcher,74,177.0,25.74,1
787,Tim_Hamulack,LA,Relief_Pitcher,76,210.0,30.29,8
788,Yhency_Brazoban,LA,Relief_Pitcher,73,170.0,26.72,7
789,Brett_Tomko,LA,Relief_Pitcher,76,215.0,33.9,4
790,Joe_Beimel,LA,Relief_Pitcher,75,217.0,29.86,6
791,Elmer_Dessens,LA,Relief_Pitcher,70,198.0,36.13,9
792,Ryan_Budde,PHI,Catcher,71,200.0,27.54,18
793,Rod_Barajas,PHI,Catcher,74,220.0,31.49,13
794,Carlos_Ruiz,PHI,Catcher,72,170.0,28.1,4
795,Chris_Coste,PHI,Catcher,73,200.0,34.07,5
796,Ryan_Howard,PHI,First_Baseman,76,230.0,27.28,3
797,Wes_Helms,PHI,First_Baseman,76,231.0,30.8,8
798,Chase_Utley,PHI,Second_Baseman,73,183.0,28.2,2
799,Danny_Sandoval,PHI,Second_Baseman,71,192.0,27.9,19
800,Jimmy_Rollins,PHI,Shortstop,68,167.0,28.26,19
801,Abraham_Nu?ez,PHI,Third_Baseman,71,190.0,30.96,12
802,Michael_Bourn,PHI,Outfielder,71,180.0,24.18,14
803,Chris_Roberson,PHI,Outfielder,74,180.0,27.52,10
804,Jayson_Werth,PHI,Outfielder,77,215.0,27.78,7
805,Shane_Victorino,PHI,Outfielder,69,160.0,26.25,8
806,Aaron_Rowand,PHI,Outfielder,72,205.0,29.5,17
807,Pat_Burrell,PHI,Outfielder,76,223.0,30.39,13
808,Greg_Dobbs,PHI,Designated_Hitter,73,205.0,28.66,5
809,Cole_Hamels,PHI,Starting_Pitcher,75,175.0,23.18,6
810,Alfredo_Simon,PHI,Starting_Pitcher,76,170.0,25.81,3
811,Scott_Mathieson,PHI,Starting_Pitcher,75,190.0,23.01,16
812,Freddy_Garcia,PHI,Starting_Pitcher,76,240.0,31.72,19
813,Jamie_Moyer,PHI,Starting_Pitcher,72,175.0,44.28,10
814,Jon_Lieber,PHI,Starting_Pitcher,74,230.0,36.91,3
815,Brett_Myers,PHI,Starting_Pitcher,76,223.0,26.54,10
816,Adam_Eaton,PHI,Starting_Pitcher,74,196.0,29.27,8
817,Geoff_Geary,PHI,Relief_Pitcher,72,167.0,30.51,12
818,Clay_Condrey,PHI,Relief_Pitcher,75,195.0,31.28,19
819,Ryan_Madson,PHI,Relief_Pitcher,78,190.0,26.51,16
820,Antonio_Alfonseca,PHI,Relief_Pitcher,77,250.0,34.87,6
821,Tom_Gordon,PHI,Relief_Pitcher,70,190.0,39.28,15
822,Brian_Sanches,PHI,Relief_Pitcher,72,190.0,28.56,11
823,Jim_Ed_Warden,PHI,Relief_Pitcher,79,190.0,27.82,15
824,Anderson_Garcia,PHI,Relief_Pitcher,74,170.0,25.94,15
825,Eude_Brito,PHI,Relief_Pitcher,71,160.0,28.53,10
826,Fabio_Castro,PHI,Relief_Pitcher,68,150.0,22.11,3
827,Matt_Smith,PHI,Relief_Pitcher,77,225.0,27.71,2
828,Damian_Miller,MLW,Catcher,75,220.0,37.38,9
829,Johnny_Estrada,MLW,Catcher,71,209.0,30.67,15
830,Mike_Rivera,MLW,Catcher,72,210.0,30.48,1
831,J.D._Closser,MLW,Catcher,70,176.0,27.12,10
832,Prince_Fielder,MLW,First_Baseman,72,260.0,22.81,12
833,Rickie_Weeks,MLW,Second_Baseman,72,195.0,24.46,4
834,Tony_Graffanino,MLW,Second_Baseman,73,190.0,34.73,6
835,Craig_Counsell,MLW,Shortstop,72,184.0,36.53,20
836,J.J._Hardy,MLW,Shortstop,74,180.0,24.53,8
837,Bill_Hall,MLW,Shortstop,72,195.0,27.17,8
838,Vinny_Rottino,MLW,Third_Baseman,72,195.0,26.9,20
839,Corey_Koskie,MLW,Third_Baseman,75,219.0,33.67,18
840,Kevin_Mench,MLW,Outfielder,72,225.0,29.14,11
841,Geoff_Jenkins,MLW,Outfielder,73,212.0,32.61,5
842,Brady_Clark,MLW,Outfielder,74,202.0,33.87,17
843,Tony_Gwynn_Jr.,MLW,Outfielder,72,185.0,24.41,4
844,Corey_Hart,MLW,Outfielder,78,200.0,24.94,4
845,Gabe_Gross,MLW,Outfielder,75,209.0,27.36,9
846,Laynce_Nix,MLW,Outfielder,72,200.0,26.33,20
847,Drew_Anderson,MLW,Outfielder,74,195.0,25.72,18
848,Claudio_Vargas,MLW,Starting_Pitcher,75,228.0,28.7,18
849,Chris_Capuano,MLW,Starting_Pitcher,75,210.0,28.53,17
850,Ben_Hendrickson,MLW,Starting_Pitcher,76,190.0,26.07,9
851,Dave_Bush,MLW,Starting_Pitcher,74,212.0,27.31,17
852,Carlos_Villanueva,MLW,Starting_Pitcher,74,190.0,23.26,11
853,Ben_Sheets,MLW,Starting_Pitcher,73,218.0,28.62,1
854,Jeff_Suppan,MLW,Starting_Pitcher,74,220.0,32.16,10
855,Brian_Shouse,MLW,Relief_Pitcher,71,190.0,38.43,14
856,Francisco_Cordero,MLW,Relief_Pitcher,74,235.0,31.81,20
857,Derrick_Turnbow,MLW,Relief_Pitcher,75,210.0,29.1,2
858,Matt_Wise,MLW,Relief_Pitcher,76,200.0,31.28,1
859,Grant_Balfour,MLW,Relief_Pitcher,74,188.0,29.17,17
860,Dennis_Sarfate,MLW,Relief_Pitcher,76,210.0,25.89,10
861,Jose_Capellan,MLW,Relief_Pitcher,76,235.0,26.13,11
862,Greg_Aquino,MLW,Relief_Pitcher,73,188.0,29.13,19
863,Josh_Bard,SD,Catcher,75,215.0,28.92,20
864,Rob_Bowen,SD,Catcher,75,216.0,26.01,20
865,Adrian_Gonzalez,SD,First_Baseman,74,220.0,24.81,16
866,Marcus_Giles,SD,Second_Baseman,68,180.0,28.79,11
867,Todd_Walker,SD,Second_Baseman,72,185.0,33.77,19
868,Geoff_Blum,SD,Shortstop,75,200.0,33.85,2
869,Khalil_Greene,SD,Shortstop,71,210.0,27.36,12
870,Paul_McAnulty,SD,Outfielder,70,220.0,26.01,7
871,Terrmel_Sledge,SD,Outfielder,72,185.0,29.95,16
872,Jack_Cust,SD,Outfielder,73,231.0,28.12,11
873,Jose_Cruz_Jr.,SD,Outfielder,72,210.0,32.87,15
874,Russell_Branyan,SD,Outfielder,75,195.0,31.2,17
875,Mike_Cameron,SD,Outfielder,74,200.0,34.14,12
876,Brian_Giles,SD,Outfielder,70,205.0,36.11,8
877,Kevin_Kouzmanoff,SD,Designated_Hitter,73,200.0,25.6,1
878,Mike_Thompson,SD,Starting_Pitcher,76,200.0,26.31,11
879,Clay_Hensley,SD,Starting_Pitcher,71,190.0,27.5,3
880,Chris_Young,SD,Starting_Pitcher,82,250.0,27.77,18
881,Greg_Maddux,SD,Starting_Pitcher,72,185.0,40.88,18
882,Jake_Peavy,SD,Starting_Pitcher,73,180.0,25.75,13
883,Scott_Cassidy,SD,Relief_Pitcher,74,170.0,31.41,10
884,Scott_Strickland,SD,Relief_Pitcher,71,180.0,30.84,14
885,Scott_Linebrink,SD,Relief_Pitcher,75,208.0,30.57,16
886,Doug_Brocail,SD,Relief_Pitcher,77,235.0,39.79,13
887,Trevor_Hoffman,SD,Relief_Pitcher,72,215.0,39.38,15
888,Heath_Bell,SD,Relief_Pitcher,74,244.0,29.42,19
889,Royce_Ring,SD,Relief_Pitcher,72,220.0,26.19,16
890,Cla_Meredith,SD,Relief_Pitcher,73,185.0,23.74,14
891,Andrew_Brown,SD,Relief_Pitcher,78,230.0,26.03,2
892,Mike_Adams,SD,Relief_Pitcher,77,190.0,28.59,10
893,Justin_Hampson,SD,Relief_Pitcher,73,200.0,26.77,7
894,Kevin_Cameron,SD,Relief_Pitcher,73,180.0,27.21,18
895,Ryan_Ketchner,SD,Relief_Pitcher,73,190.0,24.87,4
896,Brian_Schneider,WAS,Catcher,73,196.0,30.26,1
897,Jesus_Flores,WAS,Catcher,73,180.0,22.34,15
898,Larry_Broadway,WAS,First_Baseman,76,230.0,26.2,13
899,Nick_Johnson,WAS,First_Baseman,75,224.0,28.45,12
900,Bernie_Castro,WAS,Second_Baseman,70,160.0,27.63,6
901,Josh_Wilson,WAS,Shortstop,73,178.0,25.93,4
902,Cristian_Guzman,WAS,Shortstop,72,205.0,28.94,19
903,Felipe_Lopez,WAS,Shortstop,73,185.0,26.8,3
904,Ryan_Zimmerman,WAS,Third_Baseman,75,210.0,22.42,16
905,Nook_Logan,WAS,Outfielder,74,180.0,27.26,4
906,Ryan_Church,WAS,Outfielder,73,190.0,28.38,9
907,Kory_Casto,WAS,Outfielder,73,200.0,25.23,2
908,Mike_Restovich,WAS,Outfielder,76,257.0,28.16,10
909,Alex_Escobar,WAS,Outfielder,73,190.0,28.48,8
910,Austin_Kearns,WAS,Outfielder,75,220.0,26.78,12
911,Chris_Snelling,WAS,Outfielder,70,165.0,25.24,15
912,Billy_Traber,WAS,Starting_Pitcher,77,205.0,27.45,1
913,Tim_Redding,WAS,Starting_Pitcher,72,200.0,29.05,3
914,John_Patterson,WAS,Starting_Pitcher,77,208.0,29.08,15
915,Shawn_Hill,WAS,Starting_Pitcher,74,185.0,25.84,5
916,Joel_Hanrahan,WAS,Starting_Pitcher,75,215.0,25.4,14
917,Mike_O'Connor,WAS,Starting_Pitcher,75,170.0,26.54,3
918,Emiliano_Fruto,WAS,Relief_Pitcher,75,235.0,22.73,1
919,Chris_Schroder,WAS,Relief_Pitcher,75,210.0,28.53,4
920,Brett_Campbell,WAS,Relief_Pitcher,72,170.0,25.37,9
921,Beltran_Perez,WAS,Relief_Pitcher,74,180.0,25.35,19
922,Levale_Speigner,WAS,Relief_Pitcher,71,170.0,26.43,12
923,Jason_Bergmann,WAS,Relief_Pitcher,76,190.0,25.43,8
924,Saul_Rivera,WAS,Relief_Pitcher,71,150.0,29.23,13
925,Chris_Booker,WAS,Relief_Pitcher,75,230.0,30.22,9
926,Micah_Bowie,WAS,Relief_Pitcher,76,203.0,32.3,11
927,Jon_Rauch,WAS,Relief_Pitcher,83,260.0,28.42,2
928,Jerome_Williams,WAS,Relief_Pitcher,75,246.0,25.24,19
929,Luis_Ayala,WAS,Relief_Pitcher,74,186.0,29.13,15
930,Ryan_Wagner,WAS,Relief_Pitcher,76,210.0,24.63,15
931,Chad_Cordero,WAS,Relief_Pitcher,72,198.0,24.95,11
932,Humberto_Cota,PIT,Catcher,72,210.0,28.06,20
933,Ronny_Paulino,PIT,Catcher,75,215.0,25.86,5
934,Adam_LaRoche,PIT,First_Baseman,75,180.0,27.32,7
935,Ryan_Doumit,PIT,First_Baseman,72,200.0,25.91,9
936,Brad_Eldred,PIT,First_Baseman,77,245.0,26.63,10
937,Jose_Castillo,PIT,Second_Baseman,73,200.0,25.95,2
938,Jack_Wilson,PIT,Shortstop,72,192.0,29.17,7
939,Freddy_Sanchez,PIT,Third_Baseman,70,192.0,29.19,15
940,Jason_Bay,PIT,Outfielder,74,200.0,28.44,18
941,Jose_Bautista,PIT,Outfielder,72,192.0,26.36,16
942,Xavier_Nady,PIT,Outfielder,74,205.0,28.29,20
943,Jody_Gerut,PIT,Outfielder,72,190.0,29.45,16
944,Nate_McLouth,PIT,Outfielder,71,186.0,25.34,8
945,Chris_Duffy,PIT,Outfielder,70,170.0,26.86,10
946,Rajai_Davis,PIT,Outfielder,71,197.0,26.36,17
947,Shane_Youman,PIT,Starting_Pitcher,76,219.0,27.39,13
948,Yoslan_Herrera,PIT,Starting_Pitcher,74,200.0,25.84,7
949,Josh_Shortslef,PIT,Starting_Pitcher,76,220.0,25.08,10
950,Zach_Duke,PIT,Starting_Pitcher,74,207.0,23.87,11
951,Paul_Maholm,PIT,Starting_Pitcher,74,225.0,24.68,18
952,Tom_Gorzelanny,PIT,Starting_Pitcher,74,207.0,24.64,6
953,Shawn_Chacon,PIT,Starting_Pitcher,75,212.0,29.19,1
954,Tony_Armas_Jr.,PIT,Starting_Pitcher,75,225.0,28.84,16
955,Ian_Snell,PIT,Starting_Pitcher,71,170.0,25.33,3
956,Sean_Burnett,PIT,Starting_Pitcher,71,190.0,24.45,14
957,John_Grabow,PIT,Relief_Pitcher,74,210.0,28.32,14
958,Marty_McLeary,PIT,Relief_Pitcher,77,230.0,32.34,15
959,Salomon_Torres,PIT,Relief_Pitcher,71,210.0,34.97,9
960,Damaso_Marte,PIT,Relief_Pitcher,74,200.0,32.04,11
961,Matt_Capps,PIT,Relief_Pitcher,75,238.0,23.49,14
962,Josh_Sharpless,PIT,Relief_Pitcher,77,234.0,26.09,1
963,Bryan_Bullington,PIT,Relief_Pitcher,76,222.0,26.41,13
964,Jonah_Bayliss,PIT,Relief_Pitcher,74,200.0,26.55,16
965,Brian_Rogers,PIT,Relief_Pitcher,76,190.0,24.62,19
966,Juan_Perez,PIT,Relief_Pitcher,72,170.0,28.49,4
967,Bengie_Molina,SF,Catcher,71,220.0,32.61,4
968,Eliezer_Alfonzo,SF,Catcher,72,223.0,28.06,7
969,Lance_Niekro,SF,First_Baseman,75,210.0,28.08,13
970,Mark_Sweeney,SF,First_Baseman,73,215.0,37.34,4
971,Ray_Durham,SF,Second_Baseman,68,196.0,35.25,18
972,Kevin_Frandsen,SF,Second_Baseman,72,175.0,24.77,20
973,Omar_Vizquel,SF,Shortstop,69,175.0,39.85,18
974,Rich_Aurilia,SF,Third_Baseman,73,189.0,35.49,9
975,Pedro_Feliz,SF,Third_Baseman,73,205.0,31.84,15
976,Todd_Linden,SF,Outfielder,75,210.0,26.67,14
977,Dave_Roberts,SF,Outfielder,70,180.0,34.75,8
978,Jason_Ellison,SF,Outfielder,70,180.0,28.91,4
979,Randy_Winn,SF,Outfielder,74,197.0,32.73,5
980,Ryan_Klesko,SF,Outfielder,75,220.0,35.72,1
981,Barry_Bonds,SF,Outfielder,74,228.0,42.6,20
982,Fred_Lewis,SF,Outfielder,74,190.0,26.22,17
983,Kelyn_Acosta,SF,Starting_Pitcher,73,204.0,21.85,8
984,Jonathan_Sanchez,SF,Starting_Pitcher,74,165.0,24.28,8
985,Matt_Cain,SF,Starting_Pitcher,75,216.0,22.41,12
986,Matt_Morris,SF,Starting_Pitcher,77,220.0,32.56,18
987,Russ_Ortiz,SF,Starting_Pitcher,73,208.0,32.74,10
988,Noah_Lowry,SF,Starting_Pitcher,74,210.0,26.39,7
989,Barry_Zito,SF,Starting_Pitcher,76,215.0,28.8,11
990,Vinnie_Chulk,SF,Relief_Pitcher,74,195.0,28.2,15
991,Kevin_Correia,SF,Relief_Pitcher,75,200.0,26.52,12
992,Steve_Kline,SF,Relief_Pitcher,73,215.0,34.52,14
993,Armando_Benitez,SF,Relief_Pitcher,76,229.0,34.32,3
994,Scott_Munter,SF,Relief_Pitcher,78,240.0,26.98,8
995,Jack_Taschner,SF,Relief_Pitcher,75,207.0,28.86,3
996,Brian_Wilson,SF,Relief_Pitcher,73,205.0,24.96,5
997,Merkin_Valdez,SF,Relief_Pitcher,77,208.0,25.3,3
998,Brad_Hennessey,SF,Relief_Pitcher,74,185.0,27.06,18
999,Billy_Sadler,SF,Relief_Pitcher,72,190.0,25.44,5
1000,Pat_Misch,SF,Relief_Pitcher,74,170.0,25.53,6
1001,Gary_Bennett,STL,Catcher,72,208.0,34.87,2
1002,Yadier_Molina,STL,Catcher,71,225.0,24.63,8
1003,John_Nelson,STL,First_Baseman,73,190.0,27.99,8
1004,Albert_Pujols,STL,First_Baseman,75,225.0,27.12,1
1005,Adam_Kennedy,STL,Second_Baseman,73,185.0,31.14,17
1006,Aaron_Miles,STL,Second_Baseman,67,180.0,30.21,18
1007,David_Eckstein,STL,Shortstop,67,165.0,32.11,15
1008,Scott_Rolen,STL,Third_Baseman,76,240.0,31.91,16
1009,Scott_Spiezio,STL,Third_Baseman,74,220.0,34.44,11
1010,Jim_Edmonds,STL,Outfielder,73,212.0,36.68,1
1011,So_Taguchi,STL,Outfielder,70,163.0,37.66,12
1012,Juan_Encarnacion,STL,Outfielder,75,215.0,30.98,6
1013,Skip_Schumaker,STL,Outfielder,70,175.0,27.07,9
1014,John_Rodriguez,STL,Outfielder,72,205.0,29.11,8
1015,Chris_Duncan,STL,Outfielder,77,210.0,25.82,13
1016,Adam_Wainwright,STL,Starting_Pitcher,79,205.0,25.5,8
1017,Mark_Mulder,STL,Starting_Pitcher,78,208.0,29.57,3
1018,Anthony_Reyes,STL,Starting_Pitcher,74,215.0,25.37,6
1019,Ryan_Franklin,STL,Starting_Pitcher,75,180.0,33.99,12
1020,Kip_Wells,STL,Starting_Pitcher,75,200.0,29.86,20
1021,Chris_Carpenter,STL,Starting_Pitcher,78,230.0,31.84,16
1022,Russ_Springer,STL,Relief_Pitcher,76,211.0,38.31,3
1023,Jason_Isringhausen,STL,Relief_Pitcher,75,230.0,34.48,8
1024,Ricardo_Rincon,STL,Relief_Pitcher,69,190.0,36.88,2
1025,Randy_Flores,STL,Relief_Pitcher,72,180.0,31.58,15
1026,Josh_Hancock,STL,Relief_Pitcher,75,205.0,28.89,16
1027,Brad_Thompson,STL,Relief_Pitcher,73,190.0,25.08,17
1028,Tyler_Johnson,STL,Relief_Pitcher,74,180.0,25.73,5
1029,Chris_Narveson,STL,Relief_Pitcher,75,205.0,25.19,3
1030,Randy_Keisler,STL,Relief_Pitcher,75,190.0,31.01,2
1031,Josh_Kinney,STL,Relief_Pitcher,73,195.0,27.92,4
